,AO,district,address,wave,marker-color,iconContent,longitude,latitude,description
1042,САО,Дмитровский,"Москва, Дмитровское шоссе д.121 к.1",2,#1142AA,2,37.541431,55.885741,Дмитровское шоссе д.121 к.1
1043,САО,Дмитровский,"Москва, Дмитровское шоссе д.123 к.1",2,#1142AA,2,37.541413,55.886105,Дмитровское шоссе д.123 к.1
1044,САО,Дмитровский,"Москва, Дмитровское шоссе д.125 к.1",2,#1142AA,2,37.541575,55.886539,Дмитровское шоссе д.125 к.1
1045,САО,Дмитровский,"Москва, Дмитровское шоссе д.125 к.2",2,#1142AA,2,37.54073,55.886807,Дмитровское шоссе д.125 к.2
1046,САО,Дмитровский,"Москва, Дмитровское шоссе д.127 к.2",2,#1142AA,2,37.539904,55.88719,Дмитровское шоссе д.127 к.2
1047,САО,Дмитровский,"Москва, Дмитровское шоссе д.129 к.1",2,#1142AA,2,37.541467,55.887917,Дмитровское шоссе д.129 к.1
1048,САО,Дмитровский,"Москва, Дмитровское шоссе д.129 к.2",2,#1142AA,2,37.540793,55.887958,Дмитровское шоссе д.129 к.2
1049,САО,Дмитровский,"Москва, Дмитровское шоссе д.151 к.2",2,#1142AA,2,37.542168,55.89556,Дмитровское шоссе д.151 к.2
1050,САО,Дмитровский,"Москва, Дмитровское шоссе д.151 к.5",2,#1142AA,2,37.541099,55.89665,Дмитровское шоссе д.151 к.5
1051,САО,Дмитровский,"Москва, Долгопрудная ул. д.6 к.2",2,#1142AA,2,37.541018,55.894414,Долгопрудная ул. д.6 к.2
1052,САО,Дмитровский,"Москва, Икшинская ул. д.4",2,#1142AA,2,37.540587,55.88613,Икшинская ул. д.4
1053,САО,Дмитровский,"Москва, Икшинская ул. д.6",2,#1142AA,2,37.54012,55.886393,Икшинская ул. д.6
1054,САО,Дмитровский,"Москва, Карельский бульв. д.18А",2,#1142AA,2,37.538107,55.894783,Карельский бульв. д.18А
1055,САО,Дмитровский,"Москва, Карельский бульв. д.22",2,#1142AA,2,37.537335,55.896257,Карельский бульв. д.22
1056,САО,Дмитровский,"Москва, Карельский бульв. д.23 к.1",2,#1142AA,2,37.534002,55.896474,Карельский бульв. д.23 к.1
1057,САО,Дмитровский,"Москва, Карельский бульв. д.23 к.2",2,#1142AA,2,37.534811,55.896554,Карельский бульв. д.23 к.2
1058,САО,Дмитровский,"Москва, Карельский бульв. д.24",2,#1142AA,2,37.538,55.896585,Карельский бульв. д.24
1059,САО,Дмитровский,"Москва, Карельский бульв. д.26",2,#1142AA,2,37.538619,55.897054,Карельский бульв. д.26
1060,САО,Дмитровский,"Москва, Карельский бульв. д.28",2,#1142AA,2,37.539338,55.897443,Карельский бульв. д.28
1061,САО,Дмитровский,"Москва, Карельский бульв. д.3 к.4",2,#1142AA,2,37.531631,55.893389,Карельский бульв. д.3 к.4
1062,САО,Дмитровский,"Москва, Клязьминская ул. д.28",2,#1142AA,2,37.530067,55.893495,Клязьминская ул. д.28
1063,САО,Дмитровский,"Москва, Клязьминская ул. д.30 к.3",2,#1142AA,2,37.531478,55.893793,Клязьминская ул. д.30 к.3
1064,САО,Дмитровский,"Москва, Клязьминская ул. д.36",2,#1142AA,2,37.53005,55.896842,Клязьминская ул. д.36
1065,САО,Дмитровский,"Москва, Лобненская ул. д.5",2,#1142AA,2,37.539563,55.888155,Лобненская ул. д.5
1066,САО,Дмитровский,"Москва, Лобненская ул. д.7",2,#1142AA,2,37.538862,55.888149,Лобненская ул. д.7
1067,САО,Западное Дегунино,"Москва, Ангарская ул. д.21",2,#1142AA,2,37.51679,55.876819,Ангарская ул. д.21
1068,САО,Западное Дегунино,"Москва, Ангарская ул. д.23 к.4",2,#1142AA,2,37.517859,55.877672,Ангарская ул. д.23 к.4
1069,САО,Западное Дегунино,"Москва, Ангарская ул. д.25",2,#1142AA,2,37.518587,55.877157,Ангарская ул. д.25
1070,САО,Западное Дегунино,"Москва, Ангарская ул. д.27",2,#1142AA,2,37.518955,55.877829,Ангарская ул. д.27
1071,САО,Западное Дегунино,"Москва, Ангарская ул. д.27А",2,#1142AA,2,37.518533,55.878516,Ангарская ул. д.27А
1072,САО,Западное Дегунино,"Москва, Ангарская ул. д.29",2,#1142AA,2,37.519755,55.878091,Ангарская ул. д.29
1073,САО,Западное Дегунино,"Москва, Ангарская ул. д.31",2,#1142AA,2,37.520581,55.878344,Ангарская ул. д.31
1074,САО,Западное Дегунино,"Москва, Ангарская ул. д.33",2,#1142AA,2,37.521587,55.878132,Ангарская ул. д.33
1075,САО,Западное Дегунино,"Москва, Ангарская ул. д.7 к.1",2,#1142AA,2,37.512982,55.87288,Ангарская ул. д.7 к.1
1076,САО,Западное Дегунино,"Москва, Ангарская ул. д.7 к.2",2,#1142AA,2,37.512676,55.873258,Ангарская ул. д.7 к.2
1077,САО,Западное Дегунино,"Москва, Базовская ул. д.4 к.1",2,#1142AA,2,37.507376,55.874546,Базовская ул. д.4 к.1
1078,САО,Западное Дегунино,"Москва, Базовская ул. д.4А",2,#1142AA,2,37.508104,55.873935,Базовская ул. д.4А
1079,САО,Западное Дегунино,"Москва, Базовская ул. д.4Б",2,#1142AA,2,37.508589,55.874354,Базовская ул. д.4Б
1080,САО,Западное Дегунино,"Москва, Базовская ул. д.6/27",2,#1142AA,2,37.508265,55.875223,Базовская ул. д.6/27
1081,САО,Западное Дегунино,"Москва, Весенняя ул. д.17/9",2,#1142AA,2,37.513521,55.873723,Весенняя ул. д.17/9
1082,САО,Западное Дегунино,"Москва, Весенняя ул. д.19",2,#1142AA,2,37.512685,55.874026,Весенняя ул. д.19
1083,САО,Западное Дегунино,"Москва, Весенняя ул. д.20",2,#1142AA,2,37.510655,55.875299,Весенняя ул. д.20
1084,САО,Западное Дегунино,"Москва, Весенняя ул. д.21",2,#1142AA,2,37.511733,55.8744,Весенняя ул. д.21
1085,САО,Западное Дегунино,"Москва, Весенняя ул. д.25 к.1",2,#1142AA,2,37.509631,55.875142,Весенняя ул. д.25 к.1
1086,САО,Западное Дегунино,"Москва, Весенняя ул. д.25 к.2",2,#1142AA,2,37.509227,55.874814,Весенняя ул. д.25 к.2
1087,САО,Западное Дегунино,"Москва, Коровинское шоссе д.27",2,#1142AA,2,37.522001,55.878703,Коровинское шоссе д.27
1088,САО,Западное Дегунино,"Москва, Коровинское шоссе д.29Б",2,#1142AA,2,37.519764,55.87891,Коровинское шоссе д.29Б
1089,САО,Западное Дегунино,"Москва, Коровинское шоссе д.31",2,#1142AA,2,37.519638,55.880995,Коровинское шоссе д.31
1090,САО,Западное Дегунино,"Москва, Коровинское шоссе д.33",2,#1142AA,2,37.518919,55.881697,Коровинское шоссе д.33
1091,САО,Западное Дегунино,"Москва, Новая ул. д.22",2,#1142AA,2,37.515551,55.877294,Новая ул. д.22
1092,САО,Западное Дегунино,"Москва, Талдомская ул. д.3",2,#1142AA,2,37.513943,55.87044,Талдомская ул. д.3
1093,САО,Коптево,"Москва, Академическая Б. ул. д.59/1 к.Б",2,#1142AA,2,37.545159,55.839785,Академическая Б. ул. д.59/1 к.Б
1094,САО,Коптево,"Москва, Академическая Б. ул. д.83",2,#1142AA,2,37.557538,55.8454,Академическая Б. ул. д.83
1095,САО,Коптево,"Москва, Академическая Б. ул. д.9/20",2,#1142AA,2,37.524722,55.821006,Академическая Б. ул. д.9/20
1096,САО,Коптево,"Москва, Железняка Матроса бульв. д.17/14",2,#1142AA,2,37.526456,55.832278,Железняка Матроса бульв. д.17/14
1097,САО,Коптево,"Москва, Коптевская ул. д.28 к.3",2,#1142AA,2,37.522126,55.836201,Коптевская ул. д.28 к.3
1098,САО,Коптево,"Москва, Коптевская ул. д.34 к.2",2,#1142AA,2,37.525019,55.838713,Коптевская ул. д.34 к.2
1099,САО,Коптево,"Москва, Коптевская ул. д.36",2,#1142AA,2,37.524381,55.839269,Коптевская ул. д.36
1100,САО,Коптево,"Москва, Коптевская ул. д.77",2,#1142AA,2,37.519117,55.834163,Коптевская ул. д.77
1101,САО,Коптево,"Москва, Коптевская ул. д.79/1",2,#1142AA,2,37.52015,55.834401,Коптевская ул. д.79/1
1102,САО,Коптево,"Москва, Михалковский 3-й пер. д.21",2,#1142AA,2,37.523115,55.836494,Михалковский 3-й пер. д.21
1103,САО,Коптево,"Москва, Новомихалковский 3-й пр. д.1",2,#1142AA,2,37.544081,55.840598,Новомихалковский 3-й пр. д.1
1104,САО,Коптево,"Москва, Новомихалковский 3-й пр. д.15 к.1",2,#1142AA,2,37.532807,55.840669,Новомихалковский 3-й пр. д.15 к.1
1105,САО,Коптево,"Москва, Новомихалковский 3-й пр. д.17А",2,#1142AA,2,37.531217,55.840346,Новомихалковский 3-й пр. д.17А
1106,САО,Коптево,"Москва, Новомихалковский 3-й пр. д.18",2,#1142AA,2,37.536634,55.840022,Новомихалковский 3-й пр. д.18
1107,САО,Коптево,"Москва, Новомихалковский 3-й пр. д.20",2,#1142AA,2,37.535511,55.840336,Новомихалковский 3-й пр. д.20
1108,САО,Коптево,"Москва, Новомихалковский 3-й пр. д.3",2,#1142AA,2,37.543021,55.840209,Новомихалковский 3-й пр. д.3
1109,САО,Коптево,"Москва, Новомихалковский 4-й пр. д.15",2,#1142AA,2,37.541952,55.844101,Новомихалковский 4-й пр. д.15
1110,САО,Коптево,"Москва, Новомихалковский 4-й пр. д.3",2,#1142AA,2,37.544692,55.840472,Новомихалковский 4-й пр. д.3
1111,САО,Коптево,"Москва, Новомихалковский 4-й пр. д.7",2,#1142AA,2,37.543839,55.841796,Новомихалковский 4-й пр. д.7
1112,САО,Коптево,"Москва, Приорова ул. д.22",2,#1142AA,2,37.523537,55.820971,Приорова ул. д.22
1113,САО,Коптево,"Москва, Рычагова Генерала ул. д.11",2,#1142AA,2,37.537011,55.841837,Рычагова Генерала ул. д.11
1114,САО,Коптево,"Москва, Рычагова Генерала ул. д.12",2,#1142AA,2,37.535745,55.840801,Рычагова Генерала ул. д.12
1115,САО,Коптево,"Москва, Рычагова Генерала ул. д.13",2,#1142AA,2,37.537676,55.841983,Рычагова Генерала ул. д.13
1116,САО,Коптево,"Москва, Рычагова Генерала ул. д.14",2,#1142AA,2,37.536634,55.840998,Рычагова Генерала ул. д.14
1117,САО,Коптево,"Москва, Рычагова Генерала ул. д.15",2,#1142AA,2,37.538368,55.842125,Рычагова Генерала ул. д.15
1118,САО,Коптево,"Москва, Рычагова Генерала ул. д.17",2,#1142AA,2,37.539033,55.842272,Рычагова Генерала ул. д.17
1119,САО,Коптево,"Москва, Рычагова Генерала ул. д.19",2,#1142AA,2,37.539814,55.842342,Рычагова Генерала ул. д.19
1120,САО,Коптево,"Москва, Рычагова Генерала ул. д.28/9",2,#1142AA,2,37.542707,55.842342,Рычагова Генерала ул. д.28/9
1121,САО,Коптево,"Москва, Рычагова Генерала ул. д.3 к.2",2,#1142AA,2,37.532116,55.839825,Рычагова Генерала ул. д.3 к.2
1122,САО,Коптево,"Москва, Рычагова Генерала ул. д.9",2,#1142AA,2,37.536266,55.841705,Рычагова Генерала ул. д.9
1123,САО,Коптево,"Москва, Старокоптевский пер. д.3",2,#1142AA,2,37.519602,55.834785,Старокоптевский пер. д.3
1124,САО,Коптево,"Москва, Черепановых пр. д.52А",2,#1142AA,2,37.536697,55.842676,Черепановых пр. д.52А
1125,САО,Коптево,"Москва, Черепановых пр. д.74",2,#1142AA,2,37.556128,55.846366,Черепановых пр. д.74
1126,САО,Тимирязевский,"Москва, Астрадамская ул. д.1 к.2",2,#1142AA,2,37.564832,55.810653,Астрадамская ул. д.1 к.2
1127,САО,Тимирязевский,"Москва, Астрадамская ул. д.7Б",2,#1142AA,2,37.5622,55.811675,Астрадамская ул. д.7Б
1128,САО,Тимирязевский,"Москва, Дмитровское шоссе д.23 к.1",2,#1142AA,2,37.571219,55.823646,Дмитровское шоссе д.23 к.1
1129,САО,Тимирязевский,"Москва, Дмитровское шоссе д.61 к.1",2,#1142AA,2,37.567267,55.846674,Дмитровское шоссе д.61 к.1
1130,САО,Тимирязевский,"Москва, Дмитровское шоссе д.63 к.1",2,#1142AA,2,37.566853,55.847654,Дмитровское шоссе д.63 к.1
1131,САО,Тимирязевский,"Москва, Дубки ул. д.1",2,#1142AA,2,37.565937,55.816713,Дубки ул. д.1
1132,САО,Тимирязевский,"Москва, Дубки ул. д.3",2,#1142AA,2,37.565371,55.817395,Дубки ул. д.3
1133,САО,Тимирязевский,"Москва, Костякова ул. д.13",2,#1142AA,2,37.569459,55.814548,Костякова ул. д.13
1134,САО,Тимирязевский,"Москва, Линии Октябрьской Железной Дороги ул. д.10",2,#1142AA,2,37.564024,55.843581,Линии Октябрьской Железной Дороги ул. д.10
1135,САО,Тимирязевский,"Москва, Линии Октябрьской Железной Дороги ул. д.4А",2,#1142AA,2,37.5675,55.84217,Линии Октябрьской Железной Дороги ул. д.4А
1136,САО,Тимирязевский,"Москва, Линии Октябрьской Железной Дороги ул. д.6",2,#1142AA,2,37.565964,55.842534,Линии Октябрьской Железной Дороги ул. д.6
1137,САО,Тимирязевский,"Москва, Локомотивный пр. д.11/10",2,#1142AA,2,37.57581,55.84163,Локомотивный пр. д.11/10
1138,САО,Тимирязевский,"Москва, Локомотивный пр. д.15",2,#1142AA,2,37.574435,55.843277,Локомотивный пр. д.15
1139,САО,Тимирязевский,"Москва, Локомотивный пр. д.5",2,#1142AA,2,37.57704,55.839229,Локомотивный пр. д.5
1140,САО,Тимирязевский,"Москва, Локомотивный пр. д.7",2,#1142AA,2,37.57713,55.839997,Локомотивный пр. д.7
1141,САО,Тимирязевский,"Москва, Локомотивный пр. д.9",2,#1142AA,2,37.576492,55.84075,Локомотивный пр. д.9
1142,САО,Тимирязевский,"Москва, Локомотивный пр. д.9А",2,#1142AA,2,37.575828,55.840583,Локомотивный пр. д.9А
1143,САО,Тимирязевский,"Москва, Нижнелихоборский 3-й пр. д.8",2,#1142AA,2,37.566279,55.845547,Нижнелихоборский 3-й пр. д.8
1144,САО,Тимирязевский,"Москва, Чуксин туп. д.5",2,#1142AA,2,37.558167,55.806171,Чуксин туп. д.5
1145,СВАО,Алексеевский,"Москва, Графский пер. д.10/12 к.3",2,#1142AA,2,37.638809,55.802447,Графский пер. д.10/12 к.3
1146,СВАО,Алексеевский,"Москва, Кибальчича ул. д.12 к.1",2,#1142AA,2,37.652364,55.815666,Кибальчича ул. д.12 к.1
1147,СВАО,Алексеевский,"Москва, Кибальчича ул. д.13",2,#1142AA,2,37.65231,55.816662,Кибальчича ул. д.13
1148,СВАО,Алексеевский,"Москва, Кибальчича ул. д.15",2,#1142AA,2,37.653164,55.816657,Кибальчича ул. д.15
1149,СВАО,Алексеевский,"Москва, Кибальчича ул. д.8",2,#1142AA,2,37.651071,55.815736,Кибальчича ул. д.8
1150,СВАО,Алексеевский,"Москва, Кибальчича ул., д.11 к.3",2,#1142AA,2,37.65143,55.817062,"Кибальчича ул., д.11 к.3"
1151,СВАО,Алексеевский,"Москва, Константинова ул. д.34 к.2",2,#1142AA,2,37.661338,55.819924,Константинова ул. д.34 к.2
1152,СВАО,Алексеевский,"Москва, Константинова ул., д.7",2,#1142AA,2,37.652364,55.81514,"Константинова ул., д.7"
1153,СВАО,Алексеевский,"Москва, Новоалексеевская ул. д.18 к.2",2,#1142AA,2,37.651726,55.809499,Новоалексеевская ул. д.18 к.2
1154,СВАО,Алексеевский,"Москва, Новоалексеевская ул. д.19 к.1",2,#1142AA,2,37.6494,55.811149,Новоалексеевская ул. д.19 к.1
1155,СВАО,Алексеевский,"Москва, Ракетный бульв. д.10",2,#1142AA,2,37.652328,55.817456,Ракетный бульв. д.10
1156,СВАО,Алексеевский,"Москва, Ракетный бульв. д.12",2,#1142AA,2,37.653235,55.817476,Ракетный бульв. д.12
1157,СВАО,Алексеевский,"Москва, Рижский 1-й пер. д.2 к.3",2,#1142AA,2,37.652274,55.808088,Рижский 1-й пер. д.2 к.3
1158,СВАО,Алексеевский,"Москва, Ярославская ул. д.21",2,#1142AA,2,37.650055,55.824106,Ярославская ул. д.21
1159,СВАО,Алтуфьевский,"Москва, Инженерная ул. д.18 к.1",2,#1142AA,2,37.578172,55.880283,Инженерная ул. д.18 к.1
1160,СВАО,Алтуфьевский,"Москва, Инженерная ул. д.18 к.2",2,#1142AA,2,37.578379,55.880929,Инженерная ул. д.18 к.2
1161,СВАО,Алтуфьевский,"Москва, Инженерная ул. д.20 к.1",2,#1142AA,2,37.577202,55.880268,Инженерная ул. д.20 к.1
1162,СВАО,Алтуфьевский,"Москва, Инженерная ул. д.20 к.2",2,#1142AA,2,37.576942,55.880793,Инженерная ул. д.20 к.2
1163,СВАО,Алтуфьевский,"Москва, Инженерная ул. д.34 к.1",2,#1142AA,2,37.572603,55.880228,Инженерная ул. д.34 к.1
1164,СВАО,Алтуфьевский,"Москва, Инженерная ул. д.34 к.2",2,#1142AA,2,37.572719,55.881187,Инженерная ул. д.34 к.2
1165,СВАО,Алтуфьевский,"Москва, Инженерная ул. д.36/48",2,#1142AA,2,37.571462,55.880293,Инженерная ул. д.36/48
1166,СВАО,Алтуфьевский,"Москва, Путевой пр. д.22",2,#1142AA,2,37.57528,55.874152,Путевой пр. д.22
1167,СВАО,Алтуфьевский,"Москва, Путевой пр. д.30",2,#1142AA,2,37.572684,55.875824,Путевой пр. д.30
1168,СВАО,Алтуфьевский,"Москва, Путевой пр. д.34",2,#1142AA,2,37.571534,55.876496,Путевой пр. д.34
1169,СВАО,Алтуфьевский,"Москва, Путевой пр. д.50",2,#1142AA,2,37.571579,55.881217,Путевой пр. д.50
1170,СВАО,Алтуфьевский,"Москва, Стандартная ул. д.15 к.1",2,#1142AA,2,37.578603,55.882091,Стандартная ул. д.15 к.1
1171,СВАО,Алтуфьевский,"Москва, Стандартная ул. д.15 к.2",2,#1142AA,2,37.578496,55.881434,Стандартная ул. д.15 к.2
1172,СВАО,Алтуфьевский,"Москва, Стандартная ул. д.17 к.1",2,#1142AA,2,37.577894,55.882434,Стандартная ул. д.17 к.1
1173,СВАО,Алтуфьевский,"Москва, Стандартная ул. д.19 к.1",2,#1142AA,2,37.577256,55.882161,Стандартная ул. д.19 к.1
1174,СВАО,Алтуфьевский,"Москва, Стандартная ул. д.19 к.2",2,#1142AA,2,37.577094,55.88148,Стандартная ул. д.19 к.2
1175,СВАО,Алтуфьевский,"Москва, Стандартная ул. д.31",2,#1142AA,2,37.573501,55.882066,Стандартная ул. д.31
1176,СВАО,Алтуфьевский,"Москва, Стандартная ул. д.9 к.1",2,#1142AA,2,37.581918,55.882025,Стандартная ул. д.9 к.1
1177,СВАО,Алтуфьевский,"Москва, Стандартная ул. д.9 к.2",2,#1142AA,2,37.581891,55.881369,Стандартная ул. д.9 к.2
1178,СВАО,Бабушкинский,"Москва, Бабушкина Летчика ул. д.3",2,#1142AA,2,37.671867,55.857892,Бабушкина Летчика ул. д.3
1179,СВАО,Бабушкинский,"Москва, Бабушкина Летчика ул. д.33 к.2",2,#1142AA,2,37.674633,55.87187,Бабушкина Летчика ул. д.33 к.2
1180,СВАО,Бабушкинский,"Москва, Бабушкина Летчика ул. д.45 к.1",2,#1142AA,2,37.679942,55.876364,Бабушкина Летчика ул. д.45 к.1
1181,СВАО,Бабушкинский,"Москва, Бабушкина Летчика ул. д.45 к.2",2,#1142AA,2,37.678891,55.876344,Бабушкина Летчика ул. д.45 к.2
1182,СВАО,Бабушкинский,"Москва, Бабушкина Летчика ул. д.5",2,#1142AA,2,37.672684,55.858311,Бабушкина Летчика ул. д.5
1183,СВАО,Бабушкинский,"Москва, Бабушкина Летчика ул. д.7",2,#1142AA,2,37.67298,55.8592,Бабушкина Летчика ул. д.7
1184,СВАО,Бабушкинский,"Москва, Енисейская ул. д.18/20",2,#1142AA,2,37.663907,55.8674,Енисейская ул. д.18/20
1185,СВАО,Бабушкинский,"Москва, Искры ул. д.3",2,#1142AA,2,37.669971,55.86161,Искры ул. д.3
1186,СВАО,Бабушкинский,"Москва, Искры ул. д.7",2,#1142AA,2,37.668516,55.861898,Искры ул. д.7
1187,СВАО,Бабушкинский,"Москва, Ленская ул. д.18",2,#1142AA,2,37.664635,55.867263,Ленская ул. д.18
1188,СВАО,Бабушкинский,"Москва, Осташковская ул. д.5",2,#1142AA,2,37.679987,55.876844,Осташковская ул. д.5
1189,СВАО,Бабушкинский,"Москва, Осташковская ул. д.7 к.2",2,#1142AA,2,37.675828,55.876723,Осташковская ул. д.7 к.2
1190,СВАО,Бабушкинский,"Москва, Осташковская ул. д.7 к.3",2,#1142AA,2,37.675298,55.876294,Осташковская ул. д.7 к.3
1191,СВАО,Бабушкинский,"Москва, Радужная ул. д.10",2,#1142AA,2,37.669342,55.860691,Радужная ул. д.10
1192,СВАО,Бабушкинский,"Москва, Радужная ул. д.12 к.1",2,#1142AA,2,37.668417,55.860615,Радужная ул. д.12 к.1
1193,СВАО,Бабушкинский,"Москва, Радужная ул. д.4 к.1",2,#1142AA,2,37.672262,55.860797,Радужная ул. д.4 к.1
1194,СВАО,Бабушкинский,"Москва, Радужная ул. д.4 к.2",2,#1142AA,2,37.67192,55.861302,Радужная ул. д.4 к.2
1195,СВАО,Бабушкинский,"Москва, Радужная ул. д.8",2,#1142AA,2,37.669998,55.860802,Радужная ул. д.8
1196,СВАО,Бутырский,"Москва, Милашенкова ул. д.11 к.1",2,#1142AA,2,37.583742,55.824648,Милашенкова ул. д.11 к.1
1197,СВАО,Бутырский,"Москва, Милашенкова ул. д.11 к.2",2,#1142AA,2,37.583095,55.824501,Милашенкова ул. д.11 к.2
1198,СВАО,Бутырский,"Москва, Милашенкова ул. д.13 к.1",2,#1142AA,2,37.582754,55.82529,Милашенкова ул. д.13 к.1
1199,СВАО,Бутырский,"Москва, Милашенкова ул. д.13 к.2",2,#1142AA,2,37.582098,55.825133,Милашенкова ул. д.13 к.2
1200,СВАО,Бутырский,"Москва, Милашенкова ул. д.13 к.3",2,#1142AA,2,37.581478,55.824986,Милашенкова ул. д.13 к.3
1201,СВАО,Бутырский,"Москва, Фонвизина ул. д.6",2,#1142AA,2,37.58438,55.819646,Фонвизина ул. д.6
1202,СВАО,Бутырский,"Москва, Яблочкова ул. д.24 к.2",2,#1142AA,2,37.581415,55.823297,Яблочкова ул. д.24 к.2
1203,СВАО,Лосиноостровский,"Москва, Анадырский пр. д.35",2,#1142AA,2,37.689734,55.868516,Анадырский пр. д.35
1204,СВАО,Лосиноостровский,"Москва, Бабушкина Летчика ул. д.36",2,#1142AA,2,37.678101,55.871799,Бабушкина Летчика ул. д.36
1205,СВАО,Лосиноостровский,"Москва, Бабушкина Летчика ул. д.38 к.1",2,#1142AA,2,37.678343,55.872461,Бабушкина Летчика ул. д.38 к.1
1206,СВАО,Лосиноостровский,"Москва, Изумрудная ул. д.16/11",2,#1142AA,2,37.681802,55.870248,Изумрудная ул. д.16/11
1207,СВАО,Лосиноостровский,"Москва, Изумрудная ул. д.22",2,#1142AA,2,37.684335,55.871627,Изумрудная ул. д.22
1208,СВАО,Лосиноостровский,"Москва, Изумрудная ул. д.48 к.1",2,#1142AA,2,37.693741,55.878309,Изумрудная ул. д.48 к.1
1209,СВАО,Лосиноостровский,"Москва, Изумрудная ул. д.48 к.2",2,#1142AA,2,37.6941,55.87796,Изумрудная ул. д.48 к.2
1210,СВАО,Лосиноостровский,"Москва, Изумрудная ул. д.6",2,#1142AA,2,37.67935,55.868314,Изумрудная ул. д.6
1211,СВАО,Лосиноостровский,"Москва, Коминтерна ул. д.21/2",2,#1142AA,2,37.696148,55.875354,Коминтерна ул. д.21/2
1212,СВАО,Лосиноостровский,"Москва, Коминтерна ул. д.36",2,#1142AA,2,37.688045,55.869425,Коминтерна ул. д.36
1213,СВАО,Лосиноостровский,"Москва, Коминтерна ул. д.54 к.1",2,#1142AA,2,37.696786,55.875092,Коминтерна ул. д.54 к.1
1214,СВАО,Лосиноостровский,"Москва, Минусинская ул. д.9",2,#1142AA,2,37.689617,55.874102,Минусинская ул. д.9
1215,СВАО,Лосиноостровский,"Москва, Осташковская ул. д.12",2,#1142AA,2,37.679691,55.87996,Осташковская ул. д.12
1216,СВАО,Лосиноостровский,"Москва, Стартовая ул. д.5 к.2",2,#1142AA,2,37.703272,55.88616,Стартовая ул. д.5 к.2
1217,СВАО,Лосиноостровский,"Москва, Таймырская ул. д.8 к.2",2,#1142AA,2,37.702481,55.885166,Таймырская ул. д.8 к.2
1218,СВАО,Лосиноостровский,"Москва, Шушенская ул. д.12",2,#1142AA,2,37.683697,55.870531,Шушенская ул. д.12
1219,СВАО,Лосиноостровский,"Москва, Шушенская ул. д.2",2,#1142AA,2,37.689348,55.8679,Шушенская ул. д.2
1220,СВАО,Лосиноостровский,"Москва, Шушенская ул. д.7",2,#1142AA,2,37.68323,55.869723,Шушенская ул. д.7
1221,СВАО,Лосиноостровский,"Москва, Шушенская ул. д.9",2,#1142AA,2,37.682682,55.869986,Шушенская ул. д.9
1222,СВАО,Лосиноостровский,"Москва, Янтарный пр. д.27",2,#1142AA,2,37.687722,55.871986,Янтарный пр. д.27
1223,СВАО,Лосиноостровский,"Москва, Янтарный пр. д.29",2,#1142AA,2,37.688656,55.872592,Янтарный пр. д.29
1224,СВАО,Лосиноостровский,"Москва, Янтарный пр. д.31",2,#1142AA,2,37.689653,55.873228,Янтарный пр. д.31
1225,СВАО,Лосиноостровский,"Москва, Янтарный пр. д.33",2,#1142AA,2,37.688629,55.873203,Янтарный пр. д.33
1226,СВАО,Лосиноостровский,"Москва, Янтарный пр. д.35/7",2,#1142AA,2,37.690462,55.873753,Янтарный пр. д.35/7
1227,СВАО,Марфино,"Москва, Ботаническая ул. д.10",2,#1142AA,2,37.585547,55.845274,Ботаническая ул. д.10
1228,СВАО,Марфино,"Москва, Ботаническая ул. д.12",2,#1142AA,2,37.586077,55.84585,Ботаническая ул. д.12
1229,СВАО,Марфино,"Москва, Ботаническая ул. д.3",2,#1142AA,2,37.602166,55.822908,Ботаническая ул. д.3
1230,СВАО,Марфино,"Москва, Ботаническая ул. д.5",2,#1142AA,2,37.602023,55.823469,Ботаническая ул. д.5
1231,СВАО,Марфино,"Москва, Ботаническая ул. д.7",2,#1142AA,2,37.601888,55.82402,Ботаническая ул. д.7
1232,СВАО,Марфино,"Москва, Ботаническая ул. д.9",2,#1142AA,2,37.601582,55.824506,Ботаническая ул. д.9
1233,СВАО,Марфино,"Москва, Гостиничная ул. д.10А",2,#1142AA,2,37.582493,55.84675,Гостиничная ул. д.10А
1234,СВАО,Марфино,"Москва, Комарова Академика ул. д.13А",2,#1142AA,2,37.587694,55.828824,Комарова Академика ул. д.13А
1235,СВАО,Марфино,"Москва, Комарова Академика ул. д.6",2,#1142AA,2,37.592393,55.830437,Комарова Академика ул. д.6
1236,СВАО,Марфино,"Москва, Королева Академика ул. д.16",2,#1142AA,2,37.601259,55.822685,Королева Академика ул. д.16
1237,СВАО,Марфино,"Москва, Королева Академика ул. д.20",2,#1142AA,2,37.600522,55.82269,Королева Академика ул. д.20
1238,СВАО,Марфино,"Москва, Королева Академика ул. д.22",2,#1142AA,2,37.599849,55.82269,Королева Академика ул. д.22
1239,СВАО,Марфино,"Москва, Королева Академика ул. д.26",2,#1142AA,2,37.599184,55.82269,Королева Академика ул. д.26
1240,СВАО,Марфино,"Москва, Королева Академика ул. д.28 к.2",2,#1142AA,2,37.598286,55.82313,Королева Академика ул. д.28 к.2
1241,СВАО,Марфино,"Москва, Королева Академика ул. д.28 к.3",2,#1142AA,2,37.597558,55.823156,Королева Академика ул. д.28 к.3
1242,СВАО,Марфино,"Москва, Королева Академика ул. д.30",2,#1142AA,2,37.59674,55.822842,Королева Академика ул. д.30
1243,СВАО,Марьина роща,"Москва, Анненская ул. д.1",2,#1142AA,2,37.608508,55.801541,Анненская ул. д.1
